[START OF SIMULATION]
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000086,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000218]=0x5A0CBF64
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000004,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000085,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000086,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000214]=0x171F0C0F
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000085,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000086,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000218]=R6=0x5A0CBF64
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000006,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000087,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x0000021C]=0x824C332B
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000005,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000086,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000087,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000218]=0x5A0CBF64
0x0000011C:	cmp r8,r6                	SR=0x00000019
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000086,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000087,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x0000021C]=R6=0x824C332B
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000007,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000040
0x000000F8:	beq 18                   	PC=0x00000144
0x00000144:	pop r9,r8,r7,r6          	{R9,R8,R7,R6}=MEM[0x00007FCC]{0x00000000,0x00000000,0x00000000,0x00000000}
0x00000148:	pop r5,r4,r3,r2,r1       	{R5,R4,R3,R2,R1}=MEM[0x00007FDC]{0x00000007,0x00000000,0x00000002,0x000001E8,0x8888888B}
0x0000014C:	ret                      	PC=MEM[0x00007FF4]=0x00000164
0x00000164:	addi r3,r3,1             	R3=R3+0x00000001=0x00000003,SR=0x00000000
0x00000168:	bun -5                   	PC=0x00000158
0x00000158:	cmp r3,r5                	SR=0x00000011
0x0000015C:	beq 3                    	PC=0x00000160
0x00000160:	call -32                 	PC=0x000000E4,MEM[0x00007FF4]=0x00000164
0x000000E4:	push r1,r2,r3,r4,r5      	MEM[0x00007FF0]{0x8888888B,0x000001E8,0x00000003,0x00000000,0x00000007}={R1,R2,R3,R4,R5}
0x000000E8:	push r6,r7,r8,r9         	MEM[0x00007FDC]{0x00000000,0x00000000,0x00000000,0x00000000}={R6,R7,R8,R9}
0x000000EC:	call -6                  	PC=0x000000D8,MEM[0x00007FCC]=0x000000F0
0x000000D8:	mov r4,516               	R4=0x00000204
0x000000DC:	divi r4,r4,4             	R4=R4/0x00000004=0x00000081,SR=0x00000011
0x000000E0:	ret                      	PC=MEM[0x00007FCC]=0x000000F0
0x000000F0:	mov r3,1                 	R3=0x00000001
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000082,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000208]=0x0A070605
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000000,SR=0x00000040
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000081,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000082,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000204]=0x0302010B
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000081,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000082,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000208]=R6=0x0A070605
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000002,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000083,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x0000020C]=0x110C6784
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000001,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000082,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000083,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000208]=0x0A070605
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000082,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000083,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x0000020C]=R6=0x110C6784
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000003,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000084,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000210]=0x16280C1F
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000002,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000083,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000084,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x0000020C]=0x110C6784
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000083,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000084,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000210]=R6=0x16280C1F
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000004,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000085,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000214]=0x171F0C0F
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000003,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000084,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000085,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000210]=0x16280C1F
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000084,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000085,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000214]=R6=0x171F0C0F
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000005,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000086,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000218]=0x5A0CBF64
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000004,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000085,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000086,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000214]=0x171F0C0F
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000085,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000086,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000218]=R6=0x5A0CBF64
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000006,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000087,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x0000021C]=0x824C332B
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000005,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000086,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000087,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000218]=0x5A0CBF64
0x0000011C:	cmp r8,r6                	SR=0x00000019
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000086,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000087,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x0000021C]=R6=0x824C332B
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000007,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000040
0x000000F8:	beq 18                   	PC=0x00000144
0x00000144:	pop r9,r8,r7,r6          	{R9,R8,R7,R6}=MEM[0x00007FCC]{0x00000000,0x00000000,0x00000000,0x00000000}
0x00000148:	pop r5,r4,r3,r2,r1       	{R5,R4,R3,R2,R1}=MEM[0x00007FDC]{0x00000007,0x00000000,0x00000003,0x000001E8,0x8888888B}
0x0000014C:	ret                      	PC=MEM[0x00007FF4]=0x00000164
0x00000164:	addi r3,r3,1             	R3=R3+0x00000001=0x00000004,SR=0x00000000
0x00000168:	bun -5                   	PC=0x00000158
0x00000158:	cmp r3,r5                	SR=0x00000011
0x0000015C:	beq 3                    	PC=0x00000160
0x00000160:	call -32                 	PC=0x000000E4,MEM[0x00007FF4]=0x00000164
0x000000E4:	push r1,r2,r3,r4,r5      	MEM[0x00007FF0]{0x8888888B,0x000001E8,0x00000004,0x00000000,0x00000007}={R1,R2,R3,R4,R5}
0x000000E8:	push r6,r7,r8,r9         	MEM[0x00007FDC]{0x00000000,0x00000000,0x00000000,0x00000000}={R6,R7,R8,R9}
0x000000EC:	call -6                  	PC=0x000000D8,MEM[0x00007FCC]=0x000000F0
0x000000D8:	mov r4,516               	R4=0x00000204
0x000000DC:	divi r4,r4,4             	R4=R4/0x00000004=0x00000081,SR=0x00000011
0x000000E0:	ret                      	PC=MEM[0x00007FCC]=0x000000F0
0x000000F0:	mov r3,1                 	R3=0x00000001
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000082,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000208]=0x0A070605
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000000,SR=0x00000040
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000081,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000082,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000204]=0x0302010B
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000081,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000082,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000208]=R6=0x0A070605
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000002,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000083,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x0000020C]=0x110C6784
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000001,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000082,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000083,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000208]=0x0A070605
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000082,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000083,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x0000020C]=R6=0x110C6784
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000003,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000084,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000210]=0x16280C1F
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000002,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000083,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000084,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x0000020C]=0x110C6784
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000083,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000084,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000210]=R6=0x16280C1F
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000004,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000085,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000214]=0x171F0C0F
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000003,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000084,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000085,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000210]=0x16280C1F
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000084,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000085,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000214]=R6=0x171F0C0F
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000005,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000086,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000218]=0x5A0CBF64
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000004,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000085,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000086,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000214]=0x171F0C0F
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000085,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000086,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000218]=R6=0x5A0CBF64
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000006,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000087,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x0000021C]=0x824C332B
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000005,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000086,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000087,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000218]=0x5A0CBF64
0x0000011C:	cmp r8,r6                	SR=0x00000019
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000086,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000087,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x0000021C]=R6=0x824C332B
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000007,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000040
0x000000F8:	beq 18                   	PC=0x00000144
0x00000144:	pop r9,r8,r7,r6          	{R9,R8,R7,R6}=MEM[0x00007FCC]{0x00000000,0x00000000,0x00000000,0x00000000}
0x00000148:	pop r5,r4,r3,r2,r1       	{R5,R4,R3,R2,R1}=MEM[0x00007FDC]{0x00000007,0x00000000,0x00000004,0x000001E8,0x8888888B}
0x0000014C:	ret                      	PC=MEM[0x00007FF4]=0x00000164
0x00000164:	addi r3,r3,1             	R3=R3+0x00000001=0x00000005,SR=0x00000000
0x00000168:	bun -5                   	PC=0x00000158
0x00000158:	cmp r3,r5                	SR=0x00000011
0x0000015C:	beq 3                    	PC=0x00000160
0x00000160:	call -32                 	PC=0x000000E4,MEM[0x00007FF4]=0x00000164
0x000000E4:	push r1,r2,r3,r4,r5      	MEM[0x00007FF0]{0x8888888B,0x000001E8,0x00000005,0x00000000,0x00000007}={R1,R2,R3,R4,R5}
0x000000E8:	push r6,r7,r8,r9         	MEM[0x00007FDC]{0x00000000,0x00000000,0x00000000,0x00000000}={R6,R7,R8,R9}
0x000000EC:	call -6                  	PC=0x000000D8,MEM[0x00007FCC]=0x000000F0
0x000000D8:	mov r4,516               	R4=0x00000204
0x000000DC:	divi r4,r4,4             	R4=R4/0x00000004=0x00000081,SR=0x00000011
0x000000E0:	ret                      	PC=MEM[0x00007FCC]=0x000000F0
0x000000F0:	mov r3,1                 	R3=0x00000001
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000082,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000208]=0x0A070605
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000000,SR=0x00000040
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000081,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000082,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000204]=0x0302010B
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000081,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000082,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000208]=R6=0x0A070605
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000002,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000083,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x0000020C]=0x110C6784
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000001,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000082,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000083,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000208]=0x0A070605
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000082,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000083,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x0000020C]=R6=0x110C6784
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000003,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000084,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000210]=0x16280C1F
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000002,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000083,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000084,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x0000020C]=0x110C6784
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000083,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000084,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000210]=R6=0x16280C1F
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000004,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000085,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000214]=0x171F0C0F
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000003,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000084,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000085,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000210]=0x16280C1F
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000084,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000085,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000214]=R6=0x171F0C0F
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000005,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
0x000000FC:	add r7,r4,r3             	R7=R4+R3=0x00000086,SR=0x00000000
0x00000100:	l32 r6,[r7+0]            	R6=MEM[0x00000218]=0x5A0CBF64
0x00000104:	subi r2,r3,1             	R2=R3-0x00000001=0x00000004,SR=0x00000000
0x00000108:	cmpi r2,-1               	SR=0x00000001
0x0000010C:	beq 8                    	PC=0x00000110
0x00000110:	add r7,r4,r2             	R7=R4+R2=0x00000085,SR=0x00000000
0x00000114:	addi r9,r7,1             	R9=R7+0x00000001=0x00000086,SR=0x00000000
0x00000118:	l32 r8,[r7+0]            	R8=MEM[0x00000214]=0x171F0C0F
0x0000011C:	cmp r8,r6                	SR=0x00000011
0x00000120:	bbe 3                    	PC=0x00000130
0x00000130:	add r7,r4,r2             	R7=R4+R2=0x00000085,SR=0x00000000
0x00000134:	addi r9,r7,1             	R9=R7+0x00000001=0x00000086,SR=0x00000000
0x00000138:	s32 [r9+0],r6            	MEM[0x00000218]=R6=0x5A0CBF64
0x0000013C:	addi r3,r3,1             	R3=R3+0x00000001=0x00000006,SR=0x00000000
0x00000140:	bun -20                  	PC=0x000000F4
0x000000F4:	cmp r3,r5                	SR=0x00000011
0x000000F8:	beq 18                   	PC=0x000000FC
